scenario,profile,mode,seed,stop_reason,collected,collected_ratio,collected_mass_kg,collected_mass_per_meter,path_length_m,sim_time_s,goal_count,evaluated_goal_count,empty_goal_arrivals,empty_goal_arrivals_per_km,wasted_path_to_empty_goals,wasted_path_ratio,wasted_time_to_empty_goals,wasted_time_ratio,goal_success_rate,route_false_visits,capture_contacts,terminal_capture_attempts,successful_captures,missed_capture_count,missed_captures,partial_contact_events,throughput_limit_events,bin_full_events,collection_precision,pushed_away_events,pushed_away_debris_count,info_gain_total,unload_events,auc_collected_by_path,collected_ratio_at_1km,collected_ratio_at_2km,collected_ratio_at_3km,map_precision,map_recall,map_f1,map_iou,map_brier,count_mae,detection_precision,detection_recall,false_detection_count,true_detection_count,camera_detection_precision,camera_detection_recall,camera_false_detection_count,camera_true_detection_count,radar_detection_precision,radar_detection_recall,radar_false_detection_count,radar_true_detection_count,near_range_detection_precision,near_range_detection_count,mid_range_detection_precision,mid_range_detection_count,far_range_detection_precision,far_range_detection_count,config_hash,git_commit,git_dirty,runner,oracle_current_collected_ratio,oracle_current_auc_collected_by_path,oracle_current_path_length_m,oracle_gap_collected_ratio,oracle_gap_auc_collected_by_path,collected_ratio_vs_oracle
static_calm,nominal,oracle_route_heuristic,1,done,150,1.0,50.8182193007545,0.02814739519769632,1805.4324012515956,2577.0,154,151,4,2.2155357338369717,23.720612389909633,0.0131384660945852,56.0,0.02173069460613116,0.9735099337748344,0,1602,199,150,49,49,1400,3,0,0.7537688442211056,0,0,-0.1231906437428902,1,0.7686874425627549,0.54,0.9933333333333333,0.9933333333333333,0.0,0.0,0.0,0.0,0.014496736330370186,0.05551612979951775,0.9518595431376251,1.0,255,5042,0.9914529914529915,1.0,16,1856,0.9302189781021898,1.0,239,3186,0.9876256767208044,2586,0.945693911135491,1823,0.8603603603603603,888,477e90863cf3,912d45a,False,run_experiments,1.0,0.7900259246238054,1784.1501815319575,0.0,0.02133848206105049,1.0
static_calm,nominal,oracle_route_heuristic,2,done,150,1.0,53.55858487963708,0.028066190149844475,1908.2955183332522,2655.0,154,151,4,2.09611140495351,19.35515634496676,0.010142640989835779,43.0,0.016195856873822974,0.9735099337748344,0,1503,187,150,37,37,1316,0,0,0.8021390374331551,0,0,-0.12010943146476322,1,0.7793008048206235,0.5466666666666666,0.9933333333333333,0.9933333333333333,0.0,0.0,0.0,0.0,0.010735210729647391,0.04336706963176004,0.9564102564102565,1.0,221,4849,0.9931662870159453,1.0,12,1744,0.9369342184671092,1.0,209,3105,0.9893162393162394,2340,0.9543683917640512,1797,0.8778135048231511,933,665fe48b9f39,912d45a,False,run_experiments,1.0,0.7937183934647967,1756.3914166772051,0.0,0.014417588644173196,1.0
weak_drift,nominal,coverage,0,path_budget,0,0.0,0.0,0.0,3600.25,3658.0,27,26,26,7.221720713839317,3563.25,0.9897229359072287,3618.0,0.9890650628758885,0.0,0,68,0,0,0,0,68,0,0,0.0,0,0,-0.11150921487843553,0,0.0,0.0,0.0,0.0,0.4634146341463415,0.2289156626506024,0.3064516129032258,0.18095238095238095,0.009862697387224197,0.04544850343606122,0.9384555835107412,1.0,318,4849,0.9871244635193133,0.9333333333333333,18,1380,0.9204032899973468,1.0,300,3469,0.9721534653465347,1616,0.9495875343721356,2182,0.8809349890430972,1369,43cc477f2342,912d45a,False,run_experiments,1.0,0.7773619318808573,1566.458143512485,1.0,0.7773619318808573,0.0
weak_drift,nominal,coverage,1,path_budget,0,0.0,0.0,0.0,3600.25,3658.0,27,26,26,7.221720713839317,3563.25,0.9897229359072287,3618.0,0.9890650628758885,0.0,0,118,0,0,0,0,116,2,0,0.0,0,0,-0.14523125261453346,0,0.0,0.0,0.0,0.0,0.35714285714285715,0.19607843137254902,0.2531645569620253,0.14492753623188406,0.011457332385211473,0.04368027718989526,0.951706910907577,1.0,290,5715,0.9884075655887736,0.98,19,1620,0.9379294548786075,1.0,271,4095,0.9811117107393416,1853,0.9610440202571094,2567,0.9022082018927445,1585,e0eefb9c5b01,912d45a,False,run_experiments,1.0,0.7556181755934861,1657.9034920302747,1.0,0.7556181755934861,0.0
weak_drift,nominal,coverage,2,path_budget,0,0.0,0.0,0.0,3600.25,3658.0,27,26,26,7.221720713839317,3563.25,0.9897229359072287,3618.0,0.9890650628758885,0.0,0,129,0,0,0,0,120,9,0,0.0,0,0,-0.14625980149144457,0,0.0,0.0,0.0,0.0,0.8,0.04081632653061224,0.07766990291262134,0.04040404040404041,0.0108124134682799,0.03968694674743816,0.9391368498708963,1.0,330,5092,0.9855699855699855,0.9933333333333333,20,1366,0.923191278493558,1.0,310,3726,0.9770755885997522,1614,0.9489082969432314,2290,0.8840579710144928,1518,ba86fe87ed16,912d45a,False,run_experiments,1.0,0.7697590466894539,1666.943104891656,1.0,0.7697590466894539,0.0
weak_drift,nominal,lawnmower_survey,0,path_budget,0,0.0,0.0,0.0,3600.25,3658.0,27,26,26,7.221720713839317,3563.25,0.9897229359072287,3618.0,0.9890650628758885,0.0,0,68,0,0,0,0,68,0,0,0.0,0,0,-0.11150921487843553,0,0.0,0.0,0.0,0.0,0.4634146341463415,0.2289156626506024,0.3064516129032258,0.18095238095238095,0.009862697387224197,0.04544850343606122,0.9384555835107412,1.0,318,4849,0.9871244635193133,0.9333333333333333,18,1380,0.9204032899973468,1.0,300,3469,0.9721534653465347,1616,0.9495875343721356,2182,0.8809349890430972,1369,9cbf72bb1f15,912d45a,False,run_experiments,1.0,0.7773619318808573,1566.458143512485,1.0,0.7773619318808573,0.0
weak_drift,nominal,lawnmower_survey,1,path_budget,0,0.0,0.0,0.0,3600.25,3658.0,27,26,26,7.221720713839317,3563.25,0.9897229359072287,3618.0,0.9890650628758885,0.0,0,118,0,0,0,0,116,2,0,0.0,0,0,-0.14523125261453346,0,0.0,0.0,0.0,0.0,0.35714285714285715,0.19607843137254902,0.2531645569620253,0.14492753623188406,0.011457332385211473,0.04368027718989526,0.951706910907577,1.0,290,5715,0.9884075655887736,0.98,19,1620,0.9379294548786075,1.0,271,4095,0.9811117107393416,1853,0.9610440202571094,2567,0.9022082018927445,1585,da98e738653e,912d45a,False,run_experiments,1.0,0.7556181755934861,1657.9034920302747,1.0,0.7556181755934861,0.0
weak_drift,nominal,lawnmower_survey,2,path_budget,0,0.0,0.0,0.0,3600.25,3658.0,27,26,26,7.221720713839317,3563.25,0.9897229359072287,3618.0,0.9890650628758885,0.0,0,129,0,0,0,0,120,9,0,0.0,0,0,-0.14625980149144457,0,0.0,0.0,0.0,0.0,0.8,0.04081632653061224,0.07766990291262134,0.04040404040404041,0.0108124134682799,0.03968694674743816,0.9391368498708963,1.0,330,5092,0.9855699855699855,0.9933333333333333,20,1366,0.923191278493558,1.0,310,3726,0.9770755885997522,1614,0.9489082969432314,2290,0.8840579710144928,1518,c14243b0562a,912d45a,False,run_experiments,1.0,0.7697590466894539,1666.943104891656,1.0,0.7697590466894539,0.0
weak_drift,nominal,lawnmower_collect,0,time_budget,0,0.0,0.0,0.0,3194.7000000012067,5401.0,34,33,33,10.329608413931679,3095.2500000011464,0.9688703164616325,5233.0,0.9688946491390483,0.0,0,7,0,0,0,0,7,0,0,0.0,0,0,-0.05061309923184553,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007389846619930075,0.01930980150602598,0.7931190583974649,0.26,457,1752,0.8874172185430463,0.1,34,268,0.778185631882538,0.26,423,1484,0.8066298342541437,362,0.8156359393232205,857,0.7686868686868686,990,8099cb6734e2,912d45a,False,run_experiments,1.0,0.7773619318808573,1566.458143512485,1.0,0.7773619318808573,0.0
weak_drift,nominal,lawnmower_collect,1,time_budget,1,0.006666666666666667,0.5473967835544589,0.00017134528548979627,3194.7000000012067,5401.0,34,33,32,10.016589977145872,2908.3500000010913,0.9103671706263476,4919.0,0.9107572671727457,0.030303030303030304,0,24,1,1,0,0,23,0,0,1.0,0,0,-0.05201218747690709,0,0.004894722222222406,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.0,0.0,0.0,0.0,0.007775846727060237,0.022258671989913152,0.9304073350368255,0.5066666666666667,463,6190,0.9818863210493441,0.32,29,1572,0.9140934283452098,0.5066666666666667,434,4618,0.9671939074399531,1707,0.939547450185748,2961,0.8851385390428211,1985,14b9c47e8b4c,912d45a,False,run_experiments,1.0,0.7556181755934861,1657.9034920302747,0.9933333333333333,0.7507234533712637,0.006666666666666667
weak_drift,nominal,lawnmower_collect,2,time_budget,4,0.02666666666666667,1.3424749235693563,0.0004202194019998276,3194.7000000012067,5401.0,34,33,30,9.390553103574254,2533.650000000806,0.7930791623626159,4290.0,0.7942973523421588,0.09090909090909091,0,66,7,4,3,3,59,0,0,0.5714285714285714,0,0,-0.06901559159024537,0,0.015332777777776316,0.0,0.02,0.02666666666666667,0.0,0.0,0.0,0.0,0.006639013135082749,0.02191117670959338,0.9186643835616438,0.54,475,5365,0.9789473684210527,0.26,26,1209,0.9024972855591749,0.54,449,4156,0.9481481481481482,1350,0.9297800338409475,2364,0.8875823142050799,2126,c429f89e9a1c,912d45a,False,run_experiments,1.0,0.7697590466894539,1666.943104891656,0.9733333333333334,0.7544262689116776,0.02666666666666667
weak_drift,nominal,greedy,0,path_budget,30,0.2,10.242818466270126,0.002845053618155833,3600.2198344892818,5333.0,203,202,173,48.05262121571011,3243.597080114756,0.9009441726424143,4832.0,0.9060566285392837,0.14356435643564355,0,475,40,30,10,10,366,69,0,0.75,0,0,0.021933271968341307,0,0.12555288400047618,0.10666666666666667,0.11333333333333333,0.2,0.0,0.0,0.0,0.0,0.006694656698980333,0.016637211365972498,0.8876274328081557,0.5933333333333334,485,3831,0.9859327217125382,0.58,23,1612,0.8276762402088773,0.5933333333333334,462,2219,0.9714030384271671,2238,0.8793626707132018,1318,0.6552631578947369,760,fa7e5f620dd0,912d45a,False,run_experiments,1.0,0.7773619318808573,1566.458143512485,0.8,0.6518090478803812,0.2
weak_drift,nominal,greedy,1,path_budget,34,0.22666666666666666,10.936693216460933,0.0030377922101470526,3600.2110940733214,5399.0,213,212,181,50.27482980038664,3250.3582185935675,0.902824343812594,4892.0,0.9060937210594554,0.14622641509433962,0,604,45,34,11,11,483,76,0,0.7555555555555555,0,0,-0.009567336182288722,0,0.11033252877984649,0.013333333333333334,0.11333333333333333,0.22666666666666666,0.0,0.0,0.0,0.0,0.006800679062833401,0.01847556153635939,0.9389998659337713,0.9,455,7004,0.9869451697127938,0.86,30,2268,0.917651617903507,0.9,425,4736,0.9789572864321608,3184,0.9301364200082679,2419,0.8820043103448276,1856,d543cda57439,912d45a,False,run_experiments,1.0,0.7556181755934861,1657.9034920302747,0.7733333333333333,0.6452856468136396,0.22666666666666666
weak_drift,nominal,greedy,2,path_budget,37,0.24666666666666667,12.623915439695383,0.0035066402815159894,3600.0029732841076,5049.0,178,177,142,39.444411866821405,3155.6721694888925,0.8765748786618712,4447.0,0.8807684690037632,0.1977401129943503,0,489,47,37,10,10,436,6,0,0.7872340425531915,0,0,-0.04749750546603318,0,0.18150324742959748,0.18,0.23333333333333334,0.24666666666666667,0.0,0.0,0.0,0.0,0.006366002876231712,0.018290728707784087,0.9585687382297552,0.7133333333333334,440,10180,0.9926149714669352,0.64,22,2957,0.9452951184399948,0.7133333333333334,418,7223,0.9830554796392457,3659,0.9665071770334929,4389,0.9101866251944012,2572,a81df001b0aa,912d45a,False,run_experiments,1.0,0.7697590466894539,1666.943104891656,0.7533333333333333,0.5882557992598565,0.24666666666666667
weak_drift,nominal,active,0,path_budget,10,0.06666666666666667,3.386163191245104,0.0009405708427396976,3600.114991213078,5331.0,166,165,155,43.0541803187714,3365.2149912130567,0.9347520841491592,5008.0,0.9394109923091353,0.06060606060606061,0,154,12,10,2,2,142,0,0,0.8333333333333334,0,0,0.02015633954479253,0,0.04135029537063683,0.02,0.04666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.006393934416543411,0.018362752427004195,0.9467685076380729,0.5666666666666667,453,8057,0.9894394800974817,0.48,26,2436,0.9293981481481481,0.5666666666666667,427,5621,0.9818476499189627,3085,0.9606963861777895,3791,0.8482252141982864,1634,db0a2302fb9a,912d45a,False,run_experiments,1.0,0.7773619318808573,1566.458143512485,0.9333333333333333,0.7360116365102205,0.06666666666666667
weak_drift,nominal,active,1,path_budget,10,0.06666666666666667,3.451595761571655,0.0009587630636964593,3600.0508282663845,5193.0,153,152,143,39.721661393559295,3416.2008282663637,0.9489312765929602,4930.0,0.9493549008280378,0.05921052631578947,0,183,16,10,6,6,167,0,0,0.625,0,0,0.0035871883995460038,0,0.038618849103427416,0.013333333333333334,0.05333333333333334,0.06666666666666667,0.0,0.0,0.0,0.0,0.007395858056285293,0.0162758069566361,0.9489738065540311,0.6666666666666666,450,8369,0.9912245712006382,0.4,22,2485,0.9321926489226869,0.6666666666666666,428,5884,0.9855119124275595,3106,0.9604443240314278,3691,0.8719090009891197,2022,970c83b30d83,912d45a,False,run_experiments,1.0,0.7556181755934861,1657.9034920302747,0.9333333333333333,0.7169993264900587,0.06666666666666667
weak_drift,nominal,active,2,path_budget,9,0.06,3.204429300338413,0.0008900768722997348,3600.171400992561,5239.0,158,157,148,41.10915384728534,3419.2214009925387,0.9497385041306271,4983.0,0.9511357129223135,0.05732484076433121,0,182,15,9,6,6,167,0,0,0.6,0,0,-0.013195081767976277,0,0.03531612887523022,0.013333333333333334,0.04666666666666667,0.06,0.0,0.0,0.0,0.0,0.006195574580235555,0.016833590547672504,0.9597410658863172,0.6066666666666667,454,10823,0.9870538838348496,0.38666666666666666,37,2821,0.95046917686186,0.6066666666666667,417,8002,0.9832030118737329,3453,0.9678776290630975,5230,0.9121048573631457,2594,723a6fca94e8,912d45a,False,run_experiments,1.0,0.7697590466894539,1666.943104891656,0.94,0.7344429178142238,0.06
weak_drift,nominal,belief_horizon,0,time_budget,73,0.4866666666666667,26.998719119799368,0.008684016645762332,3109.0128244945654,5401.0,233,117,78,25.088349390350462,1421.187533774276,0.45711858200691713,2172.0,0.4021477504165895,0.3333333333333333,0,907,103,73,30,30,734,70,0,0.7087378640776699,0,0,-0.02302802174409107,0,0.3243835688871037,0.2733333333333333,0.46,0.4866666666666667,0.3333333333333333,0.02040816326530612,0.03846153846153846,0.0196078431372549,0.005721298464078,0.017517235571955232,0.9618014849550606,0.6533333333333333,391,9845,0.9960618846694796,0.56,14,3541,0.9435713216584344,0.6533333333333333,377,6304,0.9894291754756871,4730,0.9670134483633596,3941,0.8651757188498402,1565,d2fa1273403e,912d45a,False,run_experiments,1.0,0.7773619318808573,1566.458143512485,0.5133333333333333,0.45297836299375366,0.4866666666666667
weak_drift,nominal,belief_horizon,1,time_budget,106,0.7066666666666667,36.344729565875205,0.01333372242954622,2725.7751732808574,5401.0,293,122,68,24.94703182660232,644.1937642178348,0.23633415203589814,1250.0,0.23143862247731903,0.4426229508196721,0,1377,146,106,40,40,1091,140,0,0.726027397260274,0,0,-0.1199343226348185,1,0.3956452577802563,0.1683300450052055,0.5266666666666666,0.7066666666666667,0.0,0.0,0.0,0.0,0.019057536400462927,0.06659775544690254,0.964332892998679,0.88,486,13140,0.991725015913431,0.8533333333333334,39,4674,0.9498485358465163,0.88,447,8466,0.9898637421070123,6018,0.9667618270799347,4904,0.9031065088757396,2704,b82b7ee54f45,912d45a,False,run_experiments,1.0,0.7556181755934861,1657.9034920302747,0.29333333333333333,0.3599729178132298,0.7066666666666667
weak_drift,nominal,belief_horizon,2,time_budget,103,0.6866666666666666,36.03839524210606,0.012067229300204037,2986.4680901933893,5401.0,219,120,76,25.448120557376722,1179.2905773663872,0.394878010328924,2100.0,0.38881688576189594,0.36666666666666664,0,1427,135,103,32,32,1044,248,0,0.762962962962963,0,0,-0.05677694642447839,1,0.3543691630421275,0.12666666666666668,0.47333333333333333,0.6866666666666666,0.0,0.0,0.0,0.0,0.011359131798073624,0.04716534333741553,0.9694025222245193,0.9933333333333333,444,14067,0.9947542257625801,0.96,27,5120,0.9554677488252883,0.9933333333333333,417,8947,0.9907890696960393,6514,0.9693181818181819,5280,0.9182922340817078,2717,675441718436,912d45a,False,run_experiments,1.0,0.7697590466894539,1666.943104891656,0.31333333333333335,0.41538988364732643,0.6866666666666666
weak_drift,nominal,belief_horizon_provisional,0,time_budget,71,0.47333333333333333,27.224059017704636,0.008777894287916107,3101.4339116822166,5401.0,226,119,88,28.3739723321297,1529.4908317528566,0.4931560288909272,2333.0,0.4319570449916682,0.2605042016806723,0,767,90,71,19,19,645,32,0,0.7888888888888889,0,0,-0.015639982826215502,1,0.3193128011046907,0.2733333333333333,0.36,0.47333333333333333,0.032520325203252036,0.0851063829787234,0.04705882352941177,0.024096385542168676,0.012659157311765682,0.03836357497029377,0.9572711322117866,0.66,414,9275,0.9932584269662922,0.5733333333333334,24,3536,0.9363680861478219,0.66,390,5739,0.9878525838995265,4857,0.9597684515195369,3455,0.8431372549019608,1377,4e75b50e3c5b,912d45a,False,run_experiments,1.0,0.7773619318808573,1566.458143512485,0.5266666666666666,0.45804913077616666,0.47333333333333333
weak_drift,nominal,belief_horizon_provisional,1,time_budget,85,0.5666666666666667,28.713293806723176,0.010474805228282227,2741.176869732775,5401.0,281,138,82,29.91415873430809,937.9218075885876,0.3421602662509047,1715.0,0.3175337900388817,0.4057971014492754,0,1122,114,85,29,29,902,106,0,0.7456140350877193,0,0,-0.08060192752346448,1,0.3556125739585343,0.18666666666666668,0.5066666666666667,0.5666666666666667,0.0,0.0,0.0,0.0,0.00857766441797609,0.03528724819984022,0.9656060064354666,0.8666666666666667,481,13504,0.9952432432432432,0.8533333333333334,22,4603,0.9509615384615384,0.8666666666666667,459,8901,0.9894039735099338,6040,0.9683972911963883,5316,0.9052871814378091,2629,c73722110900,912d45a,False,run_experiments,1.0,0.7556181755934861,1657.9034920302747,0.43333333333333335,0.4000056016349518,0.5666666666666667
weak_drift,nominal,belief_horizon_provisional,2,time_budget,127,0.8466666666666667,45.561786464860425,0.01628433903324276,2797.8898235814695,5401.0,302,107,55,19.657671841272382,717.1742400088914,0.25632683387470373,1227.0,0.22718015182373635,0.48598130841121495,0,1805,172,127,45,45,1256,377,0,0.7383720930232558,0,0,-0.07437429206414231,1,0.44208154851618364,0.14,0.5066666666666667,0.8466666666666667,0.0,0.0,0.0,0.0,0.021347135051487224,0.07198462674014337,0.9726346250629089,0.9933333333333333,435,15461,0.9948727339315143,0.9933333333333333,28,5433,0.9609966459032103,0.9933333333333333,407,10028,0.9917873051224945,7184,0.972187555714031,5609,0.9291008701256849,3103,2a38c6984c50,912d45a,False,run_experiments,1.0,0.7697590466894539,1666.943104891656,0.15333333333333332,0.3276774981732703,0.8466666666666667
weak_drift,nominal,belief_cluster_route,0,time_budget,46,0.30666666666666664,16.358082327614387,0.004913428760905626,3329.260099946849,5401.0,165,134,106,31.83890618870309,2608.008632284754,0.7833598319117183,4029.0,0.7459729679688947,0.208955223880597,0,663,64,46,18,18,499,100,0,0.71875,0,0,-0.03442748593273069,0,0.23624516361485437,0.25333333333333335,0.26666666666666666,0.30666666666666664,0.0,0.0,0.0,0.0,0.006543194652136454,0.015153021314115426,0.9357000285143998,0.6533333333333333,451,6563,0.9869192602616148,0.5666666666666667,29,2188,0.9120283510527413,0.6533333333333333,422,4375,0.9788540245566166,2932,0.9386100386100386,2590,0.8458445040214477,1492,2cc7f77edf1d,912d45a,False,run_experiments,1.0,0.7773619318808573,1566.458143512485,0.6933333333333334,0.541116768266003,0.30666666666666664
weak_drift,nominal,belief_cluster_route,1,time_budget,74,0.49333333333333335,27.261717256590753,0.008525033599343737,3197.8427930992993,5401.0,159,109,68,21.26433486559715,1595.1591475616813,0.498823504083413,2588.0,0.4791705239770413,0.3761467889908257,0,1051,105,74,31,31,847,99,0,0.7047619047619048,0,0,-0.03838380632381121,1,0.28773252220555734,0.14666666666666667,0.38,0.49333333333333335,0.0,0.0,0.0,0.0,0.0054360125403135765,0.019630672660725285,0.9644295812115223,0.8733333333333333,468,12689,0.9935282303057353,0.8533333333333334,29,4452,0.9494006454587367,0.8733333333333333,439,8237,0.9877379209370425,5464,0.9683275395905755,5178,0.9057654075546719,2515,f4a26ce40423,912d45a,False,run_experiments,1.0,0.7556181755934861,1657.9034920302747,0.5066666666666666,0.46788565338792876,0.49333333333333335
weak_drift,nominal,belief_cluster_route,2,time_budget,126,0.84,46.362159761654986,0.015068986911561711,3076.660696153603,5401.0,179,96,52,16.901441249277067,972.6326569095944,0.3161325713054955,1611.0,0.29827809664876875,0.4583333333333333,0,1938,176,126,50,50,1316,446,0,0.7159090909090909,0,0,-0.05798934097985322,1,0.31663705565502326,0.1,0.21333333333333335,0.7933333333333333,0.01601423487544484,0.5625,0.03114186851211073,0.015817223198594025,0.039147795788912865,0.13336551269683125,0.9696660718837624,1.0,476,15216,0.9943748865904555,1.0,31,5480,0.9562911305372753,1.0,445,9736,0.9922971114167813,7270,0.9694385216773277,5628,0.9112383679312813,2794,aab7ec494440,912d45a,False,run_experiments,1.0,0.7697590466894539,1666.943104891656,0.16000000000000003,0.4531219910344307,0.84
weak_drift,nominal,belief_orienteering,0,time_budget,74,0.49333333333333335,27.168218462503454,0.008973742182502298,3027.5238479079735,5401.0,228,122,76,25.10302274002439,1459.8139479318054,0.4821808254096959,2330.0,0.4314015922977226,0.3770491803278688,0,932,103,74,29,29,749,80,0,0.7184466019417476,0,0,-0.023134478484719605,0,0.3132547355426706,0.25333333333333335,0.38666666666666666,0.49333333333333335,0.09433962264150944,0.10869565217391304,0.10101010101010101,0.05319148936170213,0.008292553584401553,0.026284814607186683,0.9600334603587694,0.6666666666666666,430,10329,0.9921717171717171,0.5933333333333334,31,3929,0.9413148992498896,0.6666666666666666,399,6400,0.9885125767478709,5049,0.9623011015911873,4085,0.8658461538461538,1625,183c4b3422cb,912d45a,False,run_experiments,1.0,0.7773619318808573,1566.458143512485,0.5066666666666666,0.46410719633818676,0.49333333333333335
weak_drift,nominal,belief_orienteering,1,time_budget,110,0.7333333333333333,36.93701728016151,0.012435439595032531,2970.302496979391,5401.0,238,102,47,15.823304208172742,808.1607978044584,0.27208030112296866,1277.0,0.2364376967228291,0.5392156862745098,0,1494,158,110,48,48,1173,163,0,0.6962025316455697,0,0,-0.08547448120626357,1,0.33583681970343565,0.16666666666666666,0.31333333333333335,0.7333333333333333,0.012658227848101266,0.20689655172413793,0.02385685884691849,0.012072434607645875,0.030645785962978705,0.09747265184644584,0.9686413525121004,0.98,460,14209,0.9954946498967524,0.8866666666666667,24,5303,0.9533290515949475,0.98,436,8906,0.9894800120228434,6654,0.9718004338394793,5532,0.9057591623036649,2483,388e0dbd4239,912d45a,False,run_experiments,1.0,0.7556181755934861,1657.9034920302747,0.2666666666666667,0.41978135589005044,0.7333333333333333
weak_drift,nominal,belief_orienteering,2,time_budget,117,0.78,41.805060370633335,0.013547737212866458,3085.7596153349164,5401.0,223,126,64,20.740436060523688,1237.6387010374897,0.40108072413902573,2128.0,0.39400111090538786,0.49206349206349204,0,1830,165,117,48,48,1230,435,0,0.7090909090909091,0,0,-0.05507227098923734,1,0.40184495011182364,0.1,0.5133333333333333,0.78,0.0,0.0,0.0,0.0,0.004737149215503908,0.02892444800725982,0.9697156560465913,1.0,442,14153,0.9943632567849687,0.9933333333333333,27,4763,0.9576746557878634,1.0,415,9390,0.9937623611745018,6573,0.9688976377952756,5080,0.9174031271244052,2942,807f2ca25705,912d45a,False,run_experiments,1.0,0.7697590466894539,1666.943104891656,0.21999999999999997,0.3679140965776303,0.78
weak_drift,nominal,belief_orienteering_provisional,0,time_budget,70,0.4666666666666667,24.35689365659109,0.007769822386875871,3134.8070063651267,5401.0,197,103,59,18.8209353495135,1578.1031219207723,0.5034131666531572,2401.0,0.4445473060544344,0.42718446601941745,0,864,100,70,30,30,722,42,0,0.7,0,0,-0.017290250526351414,0,0.2997585705474621,0.24,0.31333333333333335,0.4666666666666667,0.0,0.0,0.0,0.0,0.005198272986828751,0.016162125106251084,0.9554140127388535,0.6533333333333333,434,9300,0.9932222536006777,0.58,24,3517,0.933796221540449,0.6533333333333333,410,5783,0.9907017932255922,4517,0.9531073446327684,3540,0.8652355396541443,1677,ff49da7f0f11,912d45a,False,run_experiments,1.0,0.7773619318808573,1566.458143512485,0.5333333333333333,0.47760336133339526,0.4666666666666667
weak_drift,nominal,belief_orienteering_provisional,1,time_budget,53,0.35333333333333333,16.67641007639721,0.005078899025554609,3283.4695063810937,5401.0,191,83,51,15.532350734759868,1342.921986560647,0.40899480989569503,1936.0,0.35845213849287166,0.3855421686746988,0,594,70,53,17,17,512,12,0,0.7571428571428571,0,0,-0.02949300045080363,0,0.24098034379963085,0.2,0.30666666666666664,0.35333333333333333,0.0,0.0,0.0,0.0,0.0053579390298206095,0.014478759426395848,0.941983535868287,0.72,444,7209,0.9890466531440162,0.48,27,2438,0.9196222050886661,0.72,417,4771,0.9757575757575757,2805,0.9506493506493506,3080,0.8733031674208145,1768,c85773b5af59,912d45a,False,run_experiments,1.0,0.7556181755934861,1657.9034920302747,0.6466666666666667,0.5146378317938552,0.35333333333333333
weak_drift,nominal,belief_orienteering_provisional,2,time_budget,98,0.6533333333333333,35.64693208208252,0.013397210543946513,2660.772700791022,5401.0,285,99,52,19.543195096875767,686.5815928866616,0.2580384234559185,1263.0,0.23384558415108314,0.47474747474747475,0,1294,135,98,37,37,971,188,0,0.725925925925926,0,0,-0.08709070578810393,1,0.35420483825285576,0.1,0.49333333333333335,0.6533333333333333,0.0449438202247191,0.21052631578947367,0.07407407407407407,0.038461538461538464,0.019942729690037585,0.07054384475370525,0.9691197873821427,0.9933333333333333,488,15315,0.992570281124498,0.9533333333333334,37,4943,0.9583294835073455,0.9933333333333333,451,10372,0.9881310333913594,6319,0.970568783068783,6048,0.9316065192083819,3436,f75e689fcf55,912d45a,False,run_experiments,1.0,0.7697590466894539,1666.943104891656,0.3466666666666667,0.4155542084365982,0.6533333333333333
weak_drift,nominal,belief_orienteering_depth1,0,time_budget,46,0.30666666666666664,17.343695445618874,0.005227219857130415,3317.957904900529,5401.0,144,93,61,18.384802263435816,1968.7164838059768,0.5933518568449102,2986.0,0.5528605813738197,0.34408602150537637,0,670,65,46,19,19,514,91,0,0.7076923076923077,0,0,-0.01302126900213079,0,0.21405112694336048,0.19333333333333333,0.28,0.30666666666666664,0.0,0.0,0.0,0.0,0.005828459255028104,0.013967489484797034,0.9513717052178591,0.6533333333333333,452,8843,0.993000318167356,0.5333333333333333,22,3121,0.9301040312093628,0.6533333333333333,430,5722,0.9858571080224335,4101,0.9529891304347826,3680,0.8540290620871862,1514,0fc92287f8ab,912d45a,False,run_experiments,1.0,0.7773619318808573,1566.458143512485,0.6933333333333334,0.5633108049374969,0.30666666666666664
weak_drift,nominal,belief_orienteering_depth1,1,time_budget,81,0.54,27.179766353447302,0.00832734578399629,3263.9171061783077,5401.0,168,96,54,16.544537818617624,1275.6124361240545,0.3908225590991366,2028.0,0.37548602110720236,0.4375,0,1027,106,81,25,25,822,99,0,0.7641509433962265,0,0,-0.07167312736194886,1,0.2923012909170906,0.16666666666666666,0.30666666666666664,0.54,0.0,0.0,0.0,0.0,0.006001542701274248,0.02586555939061458,0.9625722769182685,0.8933333333333333,479,12319,0.9932978969262769,0.8466666666666667,29,4298,0.9468775823397474,0.8933333333333333,450,8021,0.9888164026095061,5365,0.9669898906540128,4847,0.89984532095901,2586,bd3f9ba626e8,912d45a,False,run_experiments,1.0,0.7556181755934861,1657.9034920302747,0.45999999999999996,0.4633168846763955,0.54
