scenario,profile,mode,seed,stop_reason,collected,collected_ratio,collected_mass_kg,collected_mass_per_meter,path_length_m,sim_time_s,goal_count,evaluated_goal_count,empty_goal_arrivals,empty_goal_arrivals_per_km,wasted_path_to_empty_goals,wasted_path_ratio,wasted_time_to_empty_goals,wasted_time_ratio,goal_success_rate,route_false_visits,capture_contacts,terminal_capture_attempts,successful_captures,missed_capture_count,missed_captures,partial_contact_events,throughput_limit_events,bin_full_events,collection_precision,pushed_away_events,pushed_away_debris_count,info_gain_total,unload_events,auc_collected_by_path,collected_ratio_at_1km,collected_ratio_at_2km,collected_ratio_at_3km,map_precision,map_recall,map_f1,map_iou,map_brier,count_mae,detection_precision,detection_recall,false_detection_count,true_detection_count,camera_detection_precision,camera_detection_recall,camera_false_detection_count,camera_true_detection_count,radar_detection_precision,radar_detection_recall,radar_false_detection_count,radar_true_detection_count,near_range_detection_precision,near_range_detection_count,mid_range_detection_precision,mid_range_detection_count,far_range_detection_precision,far_range_detection_count,config_hash,git_commit,git_dirty,runner,oracle_current_collected_ratio,oracle_current_auc_collected_by_path,oracle_current_path_length_m,oracle_gap_collected_ratio,oracle_gap_auc_collected_by_path,collected_ratio_vs_oracle
static_calm,nominal,greedy,1,time_budget,57,0.38,19.928668269229025,0.005722413069064549,3482.5637416780874,5401.0,241,240,184,52.834639549580466,2799.958033725027,0.8039933340533362,4406.0,0.815774856508054,0.23333333333333334,0,822,72,57,15,15,740,10,0,0.7916666666666666,0,0,-0.14919705454672166,0,0.1956180467403448,0.06,0.24666666666666667,0.3466666666666667,0.2054794520547945,0.16129032258064516,0.18072289156626503,0.09933774834437085,0.011297109211037562,0.031383661392201626,0.9586088216647043,0.8866666666666667,457,10584,0.9930575643621637,0.8533333333333334,24,3433,0.9429061181434599,0.8866666666666667,433,7151,0.9871382636655949,4665,0.9628269848554383,4358,0.8835480673934589,2018,9981d345487b,912d45a,False,run_experiments,1.0,0.7900259246238054,1784.1501815319575,0.62,0.5944078778834606,0.38
static_calm,nominal,greedy,2,time_budget,64,0.4266666666666667,23.292183469089487,0.006863192089420549,3393.7828295661207,5401.0,247,246,183,53.92213031598009,2708.348481566995,0.798032348437936,4359.0,0.8070727643029069,0.25609756097560976,0,757,75,64,11,11,682,0,0,0.8533333333333334,0,0,-0.1819295406152778,0,0.22749748104458503,0.19333333333333333,0.24,0.38666666666666666,0.17543859649122806,0.23255813953488372,0.2,0.1111111111111111,0.0130521031911395,0.04036281950947518,0.9584898391601656,0.98,431,9952,0.9950116395078151,0.8666666666666667,15,2992,0.9436008676789588,0.98,416,6960,0.9860811135109191,4167,0.9615585774058577,3824,0.9055183946488294,2392,ce352d67f58f,912d45a,False,run_experiments,1.0,0.7937183934647967,1756.3914166772051,0.5733333333333333,0.5662209124202117,0.4266666666666667
static_calm,nominal,active,0,time_budget,0,0.0,0.0,0.0,3502.6908212333833,5401.0,175,174,174,49.67609443151775,3501.9408212333833,0.9997858789033124,5396.0,0.9990742455100907,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,-0.10931653848766405,0,0.0,0.0,0.0,0.0,0.16,0.08108108108108109,0.10762331838565023,0.05687203791469194,0.01836685190102424,0.040965526153708194,0.9646044471335653,0.25333333333333335,468,12754,0.993952967525196,0.10666666666666667,27,4438,0.9496402877697842,0.25333333333333335,441,8316,0.9900609169605643,6238,0.9622775800711744,4215,0.9107981220657277,2769,02c003d3b2e6,912d45a,False,run_experiments,1.0,0.7617948805480809,1817.6240089884316,1.0,0.7617948805480809,0.0
static_calm,nominal,active,1,time_budget,0,0.0,0.0,0.0,3494.122278738504,5401.0,175,174,174,49.797913787613595,3485.372278738504,0.997495794565278,5388.0,0.9975930383262359,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,-0.1223937287620123,0,0.0,0.0,0.0,0.0,0.19047619047619047,0.026845637583892617,0.04705882352941177,0.024096385542168676,0.015829551182570963,0.028275168624929455,0.9456508979927222,0.31333333333333335,463,8056,0.9807480748074807,0.04666666666666667,35,1783,0.9361289359797045,0.31333333333333335,428,6273,0.9789473684210527,2945,0.9293096320793717,2419,0.9270998415213946,3155,d23d8b76940d,912d45a,False,run_experiments,1.0,0.7900259246238054,1784.1501815319575,1.0,0.7900259246238054,0.0
static_calm,nominal,active,2,time_budget,1,0.006666666666666667,0.2561905527276161,7.328968750854019e-05,3495.588007491001,5401.0,175,175,174,49.777033113490546,3476.3380074910006,0.9944930581181913,5374.0,0.99500092575449,0.005714285714285714,0,14,1,1,0,0,13,0,0,1.0,0,0,-0.12417820820194239,0,0.00654011480094327,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.14285714285714285,0.06711409395973154,0.091324200913242,0.04784688995215311,0.01828165436091088,0.03913242044116163,0.9673111698428154,0.3333333333333333,470,13908,0.9927263606721846,0.14666666666666667,29,3958,0.9575594264267154,0.3333333333333333,441,9950,0.9879671832269826,5485,0.970461334218387,6026,0.9211719567492153,2867,5d4a392866a7,912d45a,False,run_experiments,1.0,0.7937183934647967,1756.3914166772051,0.9933333333333333,0.7871782786638534,0.006666666666666667
static_calm,nominal,belief_horizon,0,time_budget,69,0.46,24.261485515217917,0.008609210133778513,2818.084950677089,5401.0,228,166,104,36.90449430029154,1630.6931492931215,0.5786529426308891,2993.0,0.5541566376596927,0.37349397590361444,0,797,91,69,22,22,688,18,0,0.7582417582417582,0,0,-0.15052843469720176,0,0.2769675040810638,0.17333333333333334,0.3333333333333333,0.46,0.07142857142857142,0.025,0.03703703703703704,0.018867924528301886,0.00955288181622903,0.021141090331034496,0.959910078681154,0.88,428,10248,0.9929667519181585,0.8533333333333334,22,3106,0.9462109167991521,0.88,406,7142,0.9850037490627344,4001,0.9674681753889675,4242,0.9054665022605837,2433,8b6abe301120,912d45a,False,run_experiments,1.0,0.7617948805480809,1817.6240089884316,0.54,0.48482737646701707,0.46
static_calm,nominal,belief_horizon,1,time_budget,54,0.36,18.03921547832102,0.006216433068294845,2901.859519782321,5401.0,215,160,111,38.25133478836581,1817.728368930881,0.6264012287773446,3252.0,0.6021107202369932,0.30625,0,738,86,54,32,32,652,0,0,0.627906976744186,0,0,-0.14944902961328616,0,0.22756492825900712,0.14666666666666667,0.26666666666666666,0.36,0.13924050632911392,0.11578947368421053,0.1264367816091954,0.06748466257668712,0.013092744192754304,0.03370538395377541,0.9581944088227751,0.86,489,11208,0.9903791737408036,0.7866666666666666,34,3500,0.9442606884723753,0.86,455,7708,0.9855534310601233,4707,0.961250550418318,4542,0.8999183006535948,2448,28bc960b9d28,912d45a,False,run_experiments,1.0,0.7900259246238054,1784.1501815319575,0.64,0.5624609963647983,0.36
static_calm,nominal,belief_horizon,2,time_budget,66,0.44,21.27338012193906,0.007546519018581202,2818.9659456975173,5401.0,214,148,94,33.34556068102515,1604.1485786399735,0.5690556784087178,2949.0,0.546009998148491,0.36486486486486486,0,773,89,66,23,23,683,1,0,0.7415730337078652,0,0,-0.1607153797897894,0,0.28486021893565006,0.12666666666666668,0.3933333333333333,0.44,0.2222222222222222,0.09523809523809523,0.13333333333333333,0.07142857142857142,0.00936551443382428,0.0207956094449327,0.9552703228315831,0.98,460,9824,0.9897470950102529,0.8733333333333333,30,2896,0.9415602065778744,0.98,430,6928,0.9846872566831041,3853,0.9608138658628486,3981,0.9,2450,c4c954a3cd74,912d45a,False,run_experiments,1.0,0.7937183934647967,1756.3914166772051,0.56,0.5088581745291466,0.44
static_calm,nominal,belief_horizon_provisional,0,time_budget,76,0.5066666666666667,27.33517995142456,0.009263216812479205,2950.9381573147675,5401.0,223,171,106,35.92077988393211,1660.4033584970477,0.5626696562180573,2987.0,0.5530457322718015,0.38011695906432746,0,884,102,76,26,26,771,11,0,0.7450980392156863,0,0,-0.16069694591497452,1,0.30985879971153973,0.22,0.37333333333333335,0.5066666666666667,0.1557377049180328,0.2638888888888889,0.1958762886597938,0.10857142857142857,0.012831422692677398,0.044331816419988956,0.9540126239855726,1.0,459,9522,0.9929328621908127,0.9466666666666667,22,3091,0.9363715783343041,1.0,437,6431,0.9834881320949432,3876,0.9596814335490294,4018,0.8883564925730714,2087,8c79cbabc819,912d45a,False,run_experiments,1.0,0.7617948805480809,1817.6240089884316,0.4933333333333333,0.45193608083654113,0.5066666666666667
static_calm,nominal,belief_horizon_provisional,1,time_budget,68,0.4533333333333333,23.110096860265063,0.008107968757045475,2850.2942663886547,5401.0,216,165,109,38.24166553094318,1740.4228947463716,0.6106116534246484,3216.0,0.5954452879096463,0.3393939393939394,0,795,93,68,25,25,698,4,0,0.7311827956989247,0,0,-0.13679521914629172,0,0.2767483019037276,0.15333333333333332,0.35333333333333333,0.4533333333333333,0.15714285714285714,0.13580246913580246,0.1456953642384106,0.07857142857142857,0.010854914220910701,0.02837233316561113,0.9566921954777534,0.86,475,10493,0.9943788645306352,0.8,20,3538,0.9385964912280702,0.86,455,6955,0.9867695700110254,4535,0.96,4400,0.882439744220364,2033,94dba50c9df6,912d45a,False,run_experiments,1.0,0.7900259246238054,1784.1501815319575,0.5466666666666666,0.5132776227200777,0.4533333333333333
static_calm,nominal,belief_horizon_provisional,2,time_budget,65,0.43333333333333335,20.22378459939121,0.007226773993719016,2798.4526175812675,5401.0,210,160,101,36.09137398484716,1593.9003605876987,0.5695648911737958,3014.0,0.5580448065173116,0.36875,0,822,98,65,33,33,724,0,0,0.6632653061224489,0,0,-0.1622387488364414,0,0.25851652951527987,0.14666666666666667,0.30666666666666664,0.43333333333333335,0.1111111111111111,0.08235294117647059,0.09459459459459459,0.04964539007092199,0.011364841637735072,0.029565704470744542,0.9645959678741189,0.9866666666666667,432,11770,0.9924790280590107,0.8333333333333334,26,3431,0.9535734705546026,0.9866666666666667,406,8339,0.9869440141624253,4519,0.9677215189873418,4740,0.9252463472646959,2943,2cb0467222b7,912d45a,False,run_experiments,1.0,0.7937183934647967,1756.3914166772051,0.5666666666666667,0.5352018639495169,0.43333333333333335
