scenario,profile,mode,seed,stop_reason,collected,collected_ratio,collected_mass_kg,collected_mass_per_meter,path_length_m,sim_time_s,goal_count,evaluated_goal_count,empty_goal_arrivals,empty_goal_arrivals_per_km,wasted_path_to_empty_goals,wasted_path_ratio,wasted_time_to_empty_goals,wasted_time_ratio,goal_success_rate,route_false_visits,capture_contacts,terminal_capture_attempts,successful_captures,missed_capture_count,missed_captures,partial_contact_events,throughput_limit_events,bin_full_events,collection_precision,pushed_away_events,pushed_away_debris_count,info_gain_total,unload_events,auc_collected_by_path,collected_ratio_at_1km,collected_ratio_at_2km,collected_ratio_at_3km,map_precision,map_recall,map_f1,map_iou,map_brier,count_mae,detection_precision,detection_recall,false_detection_count,true_detection_count,camera_detection_precision,camera_detection_recall,camera_false_detection_count,camera_true_detection_count,radar_detection_precision,radar_detection_recall,radar_false_detection_count,radar_true_detection_count,near_range_detection_precision,near_range_detection_count,mid_range_detection_precision,mid_range_detection_count,far_range_detection_precision,far_range_detection_count,config_hash,git_commit,git_dirty,runner
static_calm,nominal,greedy,0,time_budget,34,0.22666666666666666,12.575217725151724,0.00355071450398345,3541.6020384190083,5401.0,218,217,183,51.67153113614433,3058.9049064918418,0.8637065580234855,4725.0,0.8748379929642659,0.15668202764976957,0,555,51,34,17,17,499,5,0,0.6666666666666666,0,0,-0.10668042180802009,0,0.10020141832157861,0.06,0.09333333333333334,0.18,0.1836734693877551,0.23478260869565218,0.20610687022900764,0.1148936170212766,0.017944676282526238,0.048770499853532635,0.9516978594643057,0.5933333333333334,431,8492,0.993439226519337,0.5666666666666667,19,2877,0.9316409490625519,0.5933333333333334,412,5615,0.9893238434163701,3934,0.9522184300341296,3516,0.8499660556687033,1473,589c4955b6df,317f685,False,run_experiments
static_calm,nominal,greedy,1,time_budget,57,0.38,19.928668269229025,0.005722413069064549,3482.5637416780874,5401.0,241,240,184,52.834639549580466,2799.958033725027,0.8039933340533362,4406.0,0.815774856508054,0.23333333333333334,0,822,72,57,15,15,740,10,0,0.7916666666666666,0,0,-0.14919705454672166,0,0.1956180467403448,0.06,0.24666666666666667,0.3466666666666667,0.2054794520547945,0.16129032258064516,0.18072289156626503,0.09933774834437085,0.011297109211037562,0.031383661392201626,0.9586088216647043,0.8866666666666667,457,10584,0.9930575643621637,0.8533333333333334,24,3433,0.9429061181434599,0.8866666666666667,433,7151,0.9871382636655949,4665,0.9628269848554383,4358,0.8835480673934589,2018,8fd7a01a90b2,317f685,False,run_experiments
static_calm,nominal,greedy,2,time_budget,64,0.4266666666666667,23.292183469089487,0.006863192089420549,3393.7828295661207,5401.0,247,246,183,53.92213031598009,2708.348481566995,0.798032348437936,4359.0,0.8070727643029069,0.25609756097560976,0,757,75,64,11,11,682,0,0,0.8533333333333334,0,0,-0.1819295406152778,0,0.22749748104458503,0.19333333333333333,0.24,0.38666666666666666,0.17543859649122806,0.23255813953488372,0.2,0.1111111111111111,0.0130521031911395,0.04036281950947518,0.9584898391601656,0.98,431,9952,0.9950116395078151,0.8666666666666667,15,2992,0.9436008676789588,0.98,416,6960,0.9860811135109191,4167,0.9615585774058577,3824,0.9055183946488294,2392,9878e6b38928,317f685,False,run_experiments
static_calm,nominal,greedy,3,time_budget,79,0.5266666666666666,29.598934822467957,0.008400012352657183,3523.677535200874,5401.0,239,237,162,45.97469501157542,2469.0237830212295,0.7006951567946124,3913.0,0.7244954638029995,0.31645569620253167,0,1090,103,79,24,24,970,17,0,0.7669902912621359,0,0,-0.1817831478059753,1,0.355746752870561,0.28,0.4266666666666667,0.49333333333333335,0.25,0.2857142857142857,0.26666666666666666,0.15384615384615385,0.00936271503709625,0.02885448714127034,0.9597742340082422,1.0,449,10713,0.9928057553956835,0.9666666666666667,24,3312,0.9456938410426783,1.0,425,7401,0.9908178518043989,4683,0.9585241730279899,3930,0.9046684974499803,2549,bdcb668c267c,317f685,False,run_experiments
static_calm,nominal,greedy,4,time_budget,57,0.38,19.490942363004994,0.005737192787027402,3397.2960446922316,5401.0,246,245,190,55.926830485334555,2772.893263824281,0.8162059553675085,4469.0,0.8274393630809109,0.22448979591836735,0,792,73,57,16,16,718,1,0,0.7808219178082192,0,0,-0.1924614717454988,0,0.20419284882079297,0.08666666666666667,0.26,0.3466666666666667,0.375,0.0989010989010989,0.1565217391304348,0.08490566037735849,0.009088631492040864,0.025525651413147655,0.9643164566867517,1.0,456,12323,0.9925947023639988,0.9866666666666667,26,3485,0.9536037980146741,1.0,430,8838,0.9887052917799624,4781,0.967266775777414,4888,0.9221864951768489,3110,6fc6ad17831d,317f685,False,run_experiments
static_calm,nominal,greedy,5,time_budget,50,0.3333333333333333,17.23973503992026,0.005305831556100138,3249.2051166041374,5401.0,260,259,210,64.63119208044294,2683.2687310710444,0.8258231274347574,4569.0,0.8459544528790964,0.1891891891891892,0,776,66,50,16,16,702,8,0,0.7575757575757576,0,0,-0.1775385123860385,0,0.24192952240357177,0.18,0.29333333333333333,0.32666666666666666,0.25675675675675674,0.19,0.21839080459770116,0.12258064516129032,0.012443177394147567,0.03390290604802496,0.965748268593797,0.7333333333333333,455,12829,0.9941070971047912,0.6866666666666666,23,3880,0.9539494723377039,0.7333333333333333,432,8949,0.9895833333333334,5280,0.9689265536723164,5310,0.9127691165553081,2694,8d63081014ba,317f685,False,run_experiments
static_calm,nominal,greedy,6,time_budget,44,0.29333333333333333,14.846945713229722,0.004194601667573375,3539.536501881679,5401.0,222,221,178,50.28907030775699,3040.4831237927074,0.8590060088874161,4662.0,0.863173486391409,0.19457013574660634,0,626,61,44,17,17,565,0,0,0.7213114754098361,0,0,-0.13739355401631273,0,0.14622649965192971,0.04666666666666667,0.17333333333333334,0.26666666666666666,0.17721518987341772,0.13333333333333333,0.15217391304347824,0.08235294117647059,0.01364141828035942,0.031416352296904496,0.9447338618346546,0.6733333333333333,488,8342,0.9896702423520064,0.52,26,2491,0.9268176778076984,0.6733333333333333,462,5851,0.9812711083819465,3257,0.9528412419449326,3414,0.8767948124131543,2159,5f2b596e208c,317f685,False,run_experiments
static_calm,nominal,greedy,7,time_budget,45,0.3,16.546436071919068,0.004836850267823939,3420.9113691177336,5401.0,239,239,196,57.29467350992761,2816.603935234447,0.8233489942654844,4552.0,0.8428068876134049,0.1799163179916318,0,601,60,45,15,15,541,0,0,0.75,0,0,-0.16778833132326992,0,0.17630681011807345,0.13333333333333333,0.17333333333333334,0.2733333333333333,0.21212121212121213,0.13333333333333333,0.16374269005847955,0.08917197452229299,0.012601909047555324,0.03396927355638722,0.9463509494394875,0.8666666666666667,469,8273,0.9903225806451613,0.7133333333333334,24,2456,0.9289364420312999,0.8666666666666667,445,5817,0.9818775995246584,3366,0.9501420006311139,3169,0.8867240598096964,2207,e37bbe85f4a1,317f685,False,run_experiments
static_calm,nominal,greedy,8,time_budget,66,0.44,22.070216478361225,0.006658475840528706,3314.604874590755,5401.0,257,256,193,58.2271514410384,2489.5397897476296,0.7510819189436587,4216.0,0.7805961858915016,0.24609375,0,819,80,66,14,14,722,17,0,0.825,0,0,-0.20179619330774695,0,0.2681413594988521,0.19333333333333333,0.31333333333333335,0.4266666666666667,0.21052631578947367,0.23809523809523808,0.22346368715083798,0.12578616352201258,0.01197739449862991,0.03714063109233018,0.9617584828775174,0.92,488,12273,0.9918470621310093,0.86,29,3528,0.9501303780964798,0.92,459,8745,0.986855831420822,4793,0.9656496261871085,4949,0.9155349453461411,3019,0dff01c41974,317f685,False,run_experiments
static_calm,nominal,greedy,9,time_budget,50,0.3333333333333333,19.0331068717169,0.005598791331114584,3399.502811605566,5401.0,242,241,191,56.18468658062141,2925.42559897426,0.8605451329491909,4648.0,0.860581373819663,0.2074688796680498,0,766,72,50,22,22,694,0,0,0.6944444444444444,0,0,-0.13031921586721684,0,0.15809238902693146,0.12,0.13333333333333333,0.28,0.1728395061728395,0.14,0.15469613259668508,0.08383233532934131,0.013362280084433357,0.03639701935881325,0.9535789473684211,0.76,441,9059,0.9877800407331976,0.6666666666666666,36,2910,0.9382056759231004,0.76,405,6149,0.9811505507955937,4085,0.9622277364212848,3627,0.8730425055928411,1788,1ff63c81db95,317f685,False,run_experiments
static_calm,nominal,confirmed_route,0,path_budget,38,0.25333333333333335,13.112607145644795,0.0036422562634829615,3600.1330486025904,4351.0,111,110,73,20.277028380474803,2821.8977361932184,0.7838315134738012,3348.0,0.7694782808549758,0.33636363636363636,59,532,52,38,14,14,476,4,0,0.7307692307692307,0,0,-0.1507649954846783,0,0.12274505112819241,0.06666666666666667,0.16666666666666666,0.21333333333333335,0.19696969696969696,0.11711711711711711,0.14689265536723164,0.07926829268292683,0.014264556858905654,0.037536017356975725,0.9474630167288816,0.86,380,6853,0.9877986781901372,0.6066666666666667,24,1943,0.9323965058868211,0.86,356,4910,0.9799518845228549,2494,0.9498109315916122,2909,0.8994535519125683,1830,13fb2903f2be,317f685,False,run_experiments
static_calm,nominal,confirmed_route,1,path_budget,39,0.26,12.13631861990557,0.0033709941581874614,3600.2194161116868,4366.0,113,112,74,20.55430279300076,2668.7618024557055,0.7412775428387709,3231.0,0.7400366468163079,0.3392857142857143,65,575,57,39,18,18,497,21,0,0.6842105263157895,0,0,-0.11327148392864293,0,0.15758977721505077,0.08666666666666667,0.19333333333333333,0.24,0.20512820512820512,0.07207207207207207,0.10666666666666667,0.056338028169014086,0.012349615720695982,0.026060412431130987,0.9447529961999416,0.6466666666666666,378,6464,0.9899521531100478,0.4266666666666667,21,2069,0.9248737373737373,0.6466666666666666,357,4395,0.9808575803981623,2612,0.9475683890577508,2632,0.8811013767209012,1598,cb71c5b9f4dd,317f685,False,run_experiments
static_calm,nominal,confirmed_route,2,path_budget,41,0.2733333333333333,14.825733766051092,0.00411803761341379,3600.193868496696,4647.0,146,145,104,28.887333237814342,2871.3280272562997,0.7975481688310461,3703.0,0.7968581880783301,0.2827586206896552,95,563,52,41,11,11,504,7,0,0.7884615384615384,0,0,-0.15129714376393041,0,0.136884456203022,0.08666666666666667,0.13333333333333333,0.24,0.22321428571428573,0.22935779816513763,0.2262443438914027,0.12755102040816327,0.014791382029934252,0.0405617681869569,0.956805125939019,0.8533333333333334,391,8661,0.9885466034755134,0.6466666666666666,29,2503,0.944478527607362,0.8533333333333334,362,6158,0.9845605700712589,3368,0.9664852477800058,3491,0.8987688098495212,2193,51a6fbc22a9a,317f685,False,run_experiments
static_calm,nominal,confirmed_route,3,path_budget,54,0.36,19.087033593708824,0.005301918574856,3600.0239015792936,4582.0,144,143,89,24.72205808438011,2612.54983024687,0.725703467996635,3294.0,0.7189000436490616,0.3776223776223776,79,777,75,54,21,21,694,8,0,0.72,0,0,-0.16113224447373517,0,0.19887958700456249,0.13333333333333333,0.23333333333333334,0.31333333333333335,0.19101123595505617,0.18478260869565216,0.18784530386740333,0.10365853658536585,0.012351411914896804,0.035450241563852805,0.9607996099463676,0.92,402,9853,0.9938847763115546,0.7266666666666667,19,3088,0.9464185786233912,0.92,383,6765,0.9876106194690265,3955,0.9665629860031104,3858,0.9082719082719083,2442,d079ed95c133,317f685,False,run_experiments
